000538.SZ,云南白药,0.2650,0.4000,0.5042,0.6122,0.8019,0.8670,0.5600,0.7000,0.9600,1.1300,1.3300,1.7442,2.2800,3.3400,2.4100,2.6600
000539.SZ,粤电力A,0.3770,0.4020,0.4475,0.4580,0.3570,0.2710,0.2800,0.2500,0.0100,0.4400,0.2800,0.1300,0.4300,0.7100,0.6900,0.6200
000540.SZ,中天城投,1.1900,0.1251,0.0213,,-0.4552,-0.5093,0.0297,0.3136,0.5712,0.8066,0.6073,0.4106,0.3429,0.8441,1.2215,0.6073
000541.SZ,佛山照明,0.5230,0.4840,0.5700,0.6300,0.6500,0.6100,0.5700,0.9100,0.3200,0.2168,0.2700,0.3000,0.4100,0.2600,0.2700,0.0420
000543.SZ,皖能电力,0.2856,0.2183,0.1456,0.2900,0.1500,-0.0100,0.0800,0.0800,0.0190,0.1500,0.2800,0.0200,0.3670,1.1100,0.8800,0.6500
000544.SZ,中原环保,0.0200,-0.3627,-0.2230,0.1470,0.0856,0.0230,0.0114,0.1972,0.2409,0.2179,0.2737,0.3000,0.3800,0.2200,0.2500,0.3800
000545.SZ,金浦钛业,0.0360,-0.0770,0.0240,0.0537,0.0959,-0.9300,-0.2300,0.1200,0.0200,-0.1000,-0.3000,-0.0351,0.0200,0.3600,0.1300,0.1300
000546.SZ,金圆股份,-0.7840,0.1330,0.0155,,0.0070,0.0600,0.1305,0.0621,-0.1235,0.1093,0.0132,0.1159,0.0295,0.1216,0.3012,0.4418
000547.SZ,航天发展,0.3100,0.1780,0.0210,0.0610,0.0770,-0.3140,0.0500,0.0740,0.1210,0.2800,0.1000,0.1900,0.1400,0.1700,0.2300,0.2300
000548.SZ,湖南投资,0.1960,0.2510,0.1230,0.2000,0.1040,-0.8100,0.3050,0.3900,0.0740,0.2100,0.1700,0.1100,0.0600,0.0200,0.0400,0.0400
000550.SZ,江铃汽车,0.0620,0.1200,0.3300,0.5200,0.4500,0.5700,0.7300,0.8800,0.9100,1.2200,1.9800,2.1700,1.7600,1.9700,2.4400,2.5700
000551.SZ,创元科技,0.1900,0.2200,0.1700,0.1721,0.1900,0.2200,0.5700,0.2700,0.2000,0.3600,0.2600,0.1400,0.0100,0.1000,0.0800,0.0600
000552.SZ,靖远煤电,,0.0600,-0.2200,-0.4400,-0.2700,0.1850,0.2300,0.2545,0.5114,0.2996,0.3179,0.3981,1.2446,0.5960,0.4618,0.1623
000553.SZ,沙隆达A,0.0600,0.0353,-0.3731,0.0249,0.0467,0.0174,0.0900,0.0500,0.2910,0.0325,0.0401,0.0890,0.1747,0.5402,0.8280,0.2388
000554.SZ,泰山石油,,0.0960,0.0700,0.0200,0.0900,0.0500,0.2200,0.1500,0.3000,0.0173,0.0150,0.0192,0.0492,0.0253,0.0141,0.0078
000555.SZ,神州信息,0.0060,0.0500,-0.5240,-1.1581,0.0210,-0.1500,-0.8700,0.0400,0.0020,-0.0880,0.0400,0.0070,-0.0920,0.7975,0.6482,0.3820
000557.SZ,西部创业,-0.3000,-0.7800,0.0120,-0.1209,-0.6900,0.0100,-0.0900,0.0292,-0.3920,0.2690,-0.1330,-0.3360,0.5330,0.0050,0.0017,-0.0254
000558.SZ,莱茵体育,0.1140,0.0273,-0.3572,0.0400,,,0.3881,0.4547,0.2820,0.3500,0.4561,0.1000,0.0998,0.1100,0.0600,-0.4200
000559.SZ,万向钱潮,0.5180,0.3370,0.3640,0.4080,0.3300,0.1470,0.1780,0.2570,0.2150,0.2590,0.3670,0.2920,0.2110,0.3330,0.3700,0.3400
000560.SZ,昆百大A,-0.5760,-1.0976,-1.5662,0.2796,0.3235,0.2624,0.1747,0.5575,0.2747,0.2929,0.2118,0.5041,0.6285,0.4464,0.4151,0.0333
000561.SZ,烽火电子,0.0340,-0.8149,-0.7500,,0.0500,0.0700,-0.1100,-1.0300,1.9300,-0.0900,0.1471,0.1900,0.0600,0.0500,0.0600,0.1300
000563.SZ,陕国投A,0.1560,0.1184,0.0117,,0.0348,-0.0468,0.0277,0.2033,0.1909,0.1218,0.2274,0.4307,0.5160,0.2577,0.2887,0.3654
000564.SZ,西安民生,0.1693,0.1691,0.0647,,0.0800,0.0800,0.1000,0.0842,0.2109,0.1804,0.1952,0.2019,0.1942,0.1345,0.1277,0.0750
